author_name,comment,date,like_counts,reply_count,vidid
Riya Kanu,Bhai mera 1spin main m14 nikal gaya,2021-04-04T12:10:48Z,1,0,NFlpZL7_rNo
gursewak sandhu,gursewak405 ID,2021-04-04T12:08:28Z,0,0,NFlpZL7_rNo
gursewak sandhu,Bhai please mujhe Diamond de do,2021-04-04T12:08:13Z,0,0,NFlpZL7_rNo
md sakib,Hi,2021-04-04T12:05:38Z,0,0,NFlpZL7_rNo
Aman Tamang,Omegle try,2021-04-04T12:04:44Z,0,0,NFlpZL7_rNo
SALINT GAMER OP,Nhi ha,2021-04-04T12:04:04Z,0,0,NFlpZL7_rNo
Sunidhi Chile,I need crono,2021-04-04T12:02:15Z,0,0,NFlpZL7_rNo
Vansh Masih,Hlo ajju bhai,2021-04-04T12:01:50Z,0,0,NFlpZL7_rNo
Ayush Saini,Kya he bolu bhai kya he bolu,2021-04-04T12:00:30Z,1,0,NFlpZL7_rNo
Rutik Sonone,Ajju bhai 👍👍👍👍🙏🏾👍👍👍👍,2021-04-04T12:00:29Z,0,0,NFlpZL7_rNo
Learning is Easy,Bhai vallahala Ka part 6 kab laoge,2021-04-04T11:58:53Z,1,0,NFlpZL7_rNo
Miya Bhai,Ajju Bhai Pro,2021-04-04T11:56:15Z,1,0,NFlpZL7_rNo
geming Tushar,Carryminati is King of youtuber,2021-04-04T11:55:23Z,1,0,NFlpZL7_rNo
Yudhistir Nayak,Bala na,2021-04-04T11:54:06Z,1,0,NFlpZL7_rNo
Funky ADIDAS originals,Op game play ajjubhai💯💯💯💯,2021-04-04T11:51:30Z,0,0,NFlpZL7_rNo
Funky ADIDAS originals,Op game play ajjubhai💯💯💯💯,2021-04-04T11:51:21Z,1,0,NFlpZL7_rNo
Boss Raja,Mota bhai red,2021-04-04T11:50:21Z,0,0,NFlpZL7_rNo
Dinesh Rajak,Hi ajjubhai,2021-04-04T11:48:55Z,0,0,NFlpZL7_rNo
anokha ff gamer,Ajjubhai you are my love,2021-04-04T11:45:40Z,2,0,NFlpZL7_rNo
Mamchand yadav,What is your mobile number aaju bhai,2021-04-04T11:45:09Z,0,0,NFlpZL7_rNo
rajesh ahirwar,Aapne piche chod diya,2021-04-04T11:44:33Z,0,0,NFlpZL7_rNo
rajesh ahirwar,Ha hai,2021-04-04T11:44:16Z,0,0,NFlpZL7_rNo
Sukanya Singh,good moring,2021-04-04T11:44:04Z,0,0,NFlpZL7_rNo
Ayush Mendhe,Oar tumase acha kohi kedata,2021-04-04T11:40:19Z,0,0,NFlpZL7_rNo
Solanki Sunil,Opppppp entro aaju bhai 😍😍,2021-04-04T11:40:13Z,1,0,NFlpZL7_rNo
Ayushman Gogoi,Total Gaming raid,2021-04-04T11:39:58Z,0,0,NFlpZL7_rNo
Khan Nowreen,Ajay bhai plz,2021-04-04T11:39:05Z,0,0,NFlpZL7_rNo
Amit Bhai,Congratulations 💐 Ajju Bhai,2021-04-04T11:37:58Z,1,0,NFlpZL7_rNo
Adarsh,Ajjubhai fans <br />Likes thoko,2021-04-04T11:37:44Z,1,0,NFlpZL7_rNo
B.M. Gaming,"Arjjubhai me apko bohat boria fan ho,,me bohath garib ho,,mere ko koch diamond de do bhai,,mera UI: 1084196118",2021-04-04T11:37:42Z,0,0,NFlpZL7_rNo
Manir Miah,Hi,2021-04-04T11:37:38Z,1,0,NFlpZL7_rNo
Faizan wahla,Good morning,2021-04-04T11:37:19Z,0,0,NFlpZL7_rNo
Sendhabhai Prajapati,કેમ છો અજુજુભાઈ મજામાં છો બનાશકાઠા માં થરાદ મા કયારે આયા છો,2021-04-04T11:37:14Z,0,0,NFlpZL7_rNo
Najıs Ali,Hello Ajju bhai bhai apna mobile number do na I am Gril,2021-04-04T11:37:09Z,0,0,NFlpZL7_rNo
NOOB gamer,Ajju bhai please aapkaFace reveal karo,2021-04-04T11:36:48Z,0,0,NFlpZL7_rNo
Gouri Sarivastav,Amit bhai ne I&#39;d kyu change kar diya,2021-04-04T11:34:56Z,0,0,NFlpZL7_rNo
Najıs Ali,Hello Ajju bhai namaskar bhai main aapse custom khelna chahta hun Agar Main Har Gaya to main aapko 1 lakh down Diamond Dunga agar aap Jeet Gaye To Mujhe aap aapko ek lakh Mujhe Diamond Dena Hoga bhai start manjur hai to bol main apna hi Abhi likh deta hun 298034401,2021-04-04T11:34:38Z,0,0,NFlpZL7_rNo
samarth Motwani,Bhai I&#39;d pata h app ki,2021-04-04T11:34:31Z,0,0,NFlpZL7_rNo
jeet domadiya,omagla yani ladaki dekhane ka website,2021-04-04T11:34:16Z,0,0,NFlpZL7_rNo
Ashok Sir,No you have not,2021-04-04T11:33:02Z,0,0,NFlpZL7_rNo
Aman Singh,Ajju bhai,2021-04-04T11:33:01Z,0,0,NFlpZL7_rNo
Aman Singh,1 vs 1,2021-04-04T11:32:50Z,0,0,NFlpZL7_rNo
Rahul kumar rai,Etna jyada diamond kaise Bhai ??,2021-04-04T11:32:00Z,0,0,NFlpZL7_rNo
Sumit Yadav,Ajjubhai please my request accept,2021-04-04T11:31:57Z,0,0,NFlpZL7_rNo
Vikas salunke,Hi,2021-04-04T11:30:49Z,0,0,NFlpZL7_rNo
RISHABH YADAV,My favourite team mi,2021-04-04T11:29:46Z,0,0,NFlpZL7_rNo
Noob Nidhi,Op,2021-04-04T11:29:42Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:53Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:46Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:40Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:34Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:29Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:23Z,0,0,NFlpZL7_rNo
khem rana gaming official,Ajubhai dimonend de do,2021-04-04T11:28:22Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:18Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:28:12Z,0,0,NFlpZL7_rNo
swastik optom,Bhai cani join your guild,2021-04-04T11:27:38Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:27:26Z,0,0,NFlpZL7_rNo
Raju Raju,Ajju Bhai aap facecam karo na,2021-04-04T11:27:21Z,1,0,NFlpZL7_rNo
Jyoti Beragi,Ajju bhai ke ladki batao Om challenge,2021-04-04T11:27:08Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:27:03Z,0,0,NFlpZL7_rNo
Prince Mehta,Wonderful,2021-04-04T11:27:02Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:26:57Z,0,0,NFlpZL7_rNo
urwah ahmed,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,2021-04-04T11:26:51Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:26:47Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:26:42Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:26:33Z,0,0,NFlpZL7_rNo
nitin lodhi,please,2021-04-04T11:26:18Z,0,0,NFlpZL7_rNo
nitin lodhi,अज्जू भाई प्लीज हाय भेज दीजिए,2021-04-04T11:26:11Z,0,0,NFlpZL7_rNo
Kausar Salmani,Love you too 😘,2021-04-04T11:26:06Z,0,0,NFlpZL7_rNo
nitin lodhi,अज्जू भाई 9893048284 इस नंबर पर हाय दीजिए,2021-04-04T11:25:55Z,0,0,NFlpZL7_rNo
Arun Yadav,Sab log Ajju bahi ko like suskribe kar do please,2021-04-04T11:25:49Z,1,0,NFlpZL7_rNo
jeet singh,Good morning,2021-04-04T11:25:15Z,0,0,NFlpZL7_rNo
TECHNO GAMING,Id,2021-04-04T11:25:01Z,0,0,NFlpZL7_rNo
Arun Yadav,Ajju bahi love you video love you total gameing,2021-04-04T11:25:00Z,1,0,NFlpZL7_rNo
saunoo yadav,Hi,2021-04-04T11:23:57Z,0,0,NFlpZL7_rNo
Gaming King,Op,2021-04-04T11:23:53Z,1,0,NFlpZL7_rNo
Nitin Patil,agar Asli pro ho to mujse custom lga sale,2021-04-04T11:23:48Z,1,0,NFlpZL7_rNo
Shamim Jaffer,Good morning 🌞,2021-04-04T11:23:02Z,0,0,NFlpZL7_rNo
Vishesh Kumar,Bhai face reveal karo bhai,2021-04-04T11:22:50Z,0,0,NFlpZL7_rNo
Ananya Ghosh,"Udar bimasakti mey jisko mara,or jiske liye landmine lagaya wo may hi hu😔😔😔but mar diye bura laga dill se❤️❤️❤️",2021-04-04T11:21:59Z,0,0,NFlpZL7_rNo
Kamal Jangir,Dood morning,2021-04-04T11:20:56Z,1,0,NFlpZL7_rNo
Jeevan Kc,Tum oor ma,2021-04-04T11:20:10Z,0,0,NFlpZL7_rNo
Jeevan Kc,Ajju bhai aajau 1 vs 1 khaltya hai,2021-04-04T11:20:02Z,0,0,NFlpZL7_rNo
Ankit Raj,Nahi hai,2021-04-04T11:19:54Z,1,0,NFlpZL7_rNo
Mamoni Sarkar,Ajju vhi 1000 💎tho please ajju vhi 😙 id 738751626,2021-04-04T11:19:20Z,1,0,NFlpZL7_rNo
Pankaj Bhaskar,ह,2021-04-04T11:18:50Z,1,0,NFlpZL7_rNo
SARTHAK Mishra,I&#39;m RCB fan,2021-04-04T11:18:13Z,1,0,NFlpZL7_rNo
Nancy Ladiya,Annaya,2021-04-04T11:17:30Z,0,0,NFlpZL7_rNo
sandeep thapa,Mumbai is garate in ipl,2021-04-04T11:17:04Z,1,0,NFlpZL7_rNo
rohit raj,ajjubhai bhiya please mughe bas 3292 daimonds de digigiye please 4th april ko mera birth day hai gift me bas 3292 daimondsmang ta hu uid 2645567960 id name djgamer50060 please,2021-04-04T11:16:58Z,0,0,NFlpZL7_rNo
arun dholi,Bhai op khelte ho aap Bhai Aap Ki Awm Kamal Ki Hai Bhai I love ajjubhai And Apki awm love from Gujarat,2021-04-04T11:16:17Z,0,0,NFlpZL7_rNo
Doma Love,No,2021-04-04T11:16:02Z,0,0,NFlpZL7_rNo
esmu mainali,late,2021-04-04T11:15:59Z,0,0,NFlpZL7_rNo
Exception Gamer,Thanks 😊 for 150 ab<br /> Bas 170 karvado bhaiyo,2021-04-04T11:15:55Z,1,0,NFlpZL7_rNo
Adi Tya,Hlw ajjubahi,2021-04-04T11:15:54Z,0,0,NFlpZL7_rNo
Rupa Bati,Bhai yaar plz plz plz plz plz plz plz pl z plz plz plz mere sath khelna room 1v1 plz bhai,2021-04-04T11:15:37Z,0,0,NFlpZL7_rNo
NUTAN KUMARI,Diamond de de,2021-04-04T11:14:36Z,1,0,NFlpZL7_rNo
Rupa Bati,Ajjubhai94 mere sath 1 v 1 khelona plz,2021-04-04T11:14:07Z,0,0,NFlpZL7_rNo
Moksh Doshi,Amitbhai ke pass bunny mp40 kaisa aaya?,2021-04-04T11:13:11Z,0,0,NFlpZL7_rNo
Pankaj dattatray,Hollow bhai,2021-04-04T11:12:53Z,0,0,NFlpZL7_rNo
Vandana Gautam,Ek no. Video ajjubahi 😘 OP Bolte,2021-04-04T11:11:04Z,1,0,NFlpZL7_rNo
Shamankit Taak,Hi sir aapki har video dekhta hu pls aapki friend list main jodo na,2021-04-04T11:10:38Z,0,0,NFlpZL7_rNo
Laxxi Pant,Op intro bhai😘😘,2021-04-04T11:10:13Z,1,0,NFlpZL7_rNo
Warriors kannadiga,Chrono super,2021-04-04T11:09:53Z,1,0,NFlpZL7_rNo
Amanpreet Kaur,Ma larka ho,2021-04-04T11:09:34Z,0,0,NFlpZL7_rNo
Naman Naman hooda,Please tootal gaming give free fier biminds Naman,2021-04-04T11:09:22Z,1,0,NFlpZL7_rNo
Amanpreet Kaur,Ide Hildasa0350r,2021-04-04T11:09:14Z,0,0,NFlpZL7_rNo
Amanpreet Kaur,Ajjy bhi Ma apka saad khadana jata ho,2021-04-04T11:09:01Z,0,0,NFlpZL7_rNo
Mahesh Mittal,bhai mainr tumhari gifts for ajjubhai wali video prin comet kara hai dekho pls by the way big fan,2021-04-04T11:08:55Z,1,0,NFlpZL7_rNo
Nathan and noel offical,no,2021-04-04T11:08:44Z,0,0,NFlpZL7_rNo
Piyush garg,RCB PLAYER DEVDUTT PADIKKAL <br />IS CORONA POSITIVE,2021-04-04T11:08:41Z,0,0,NFlpZL7_rNo
Seema Devi,I love you ajjubhai,2021-04-04T11:08:40Z,1,0,NFlpZL7_rNo
Kalpesh Mehta,Good morning,2021-04-04T11:08:22Z,0,0,NFlpZL7_rNo
Shashank Poudel,Dedso rupiya dega OP Intro💛♥,2021-04-04T11:07:23Z,1,0,NFlpZL7_rNo
Jahidul Mondal,Aba chimkandi tara 22/mileon..ab..to..fac..revill..kar..sala..Pura..Chimkandi..ha tu<br />.,2021-04-04T11:07:15Z,0,0,NFlpZL7_rNo
Dj Raj Anand,Good afternoon,2021-04-04T11:07:07Z,0,0,NFlpZL7_rNo
Raji Pradeep,big fan,2021-04-04T11:06:48Z,1,0,NFlpZL7_rNo
Omkar Mate,AJJUBHAI is new subscriber machine <br />Ajay subs machine...,2021-04-04T11:06:42Z,0,0,NFlpZL7_rNo
Suresh Bankar,2409115029🔷️🔷️,2021-04-04T11:06:30Z,0,0,NFlpZL7_rNo
Adnan Khan,Nash kec Dj Alock,2021-04-04T11:05:45Z,0,0,NFlpZL7_rNo
Rajendra Singh Khichi,Plance give me डायमंड 1234@1234ra,2021-04-04T11:05:37Z,0,0,NFlpZL7_rNo
Piyush Gaikwad,Ajjubhai please give me redeem code of diamond,2021-04-04T11:05:12Z,0,0,NFlpZL7_rNo
Sanjay Phalke,Plase,2021-04-04T11:05:00Z,0,0,NFlpZL7_rNo
Adnan Khan,Hay,2021-04-04T11:04:52Z,0,0,NFlpZL7_rNo
GOD GAMERZ,37950 ajju. Bhay<br /> Like68907,2021-04-04T11:04:28Z,1,0,NFlpZL7_rNo
7H B2K ツ,Love you Boro 💖💖💖,2021-04-04T11:04:10Z,0,0,NFlpZL7_rNo
Manzoor Mahmood,​ajju bhai ka face,2021-04-04T11:04:09Z,0,0,NFlpZL7_rNo
Sanjay Phalke,Top up karo,2021-04-04T11:04:02Z,0,0,NFlpZL7_rNo
Sanjay Phalke,Top karo,2021-04-04T11:03:46Z,0,0,NFlpZL7_rNo
Sanjay Phalke,Top op karo,2021-04-04T11:03:37Z,0,0,NFlpZL7_rNo
meera sahu,🤩🍖🍖🍖😄,2021-04-04T11:02:59Z,0,0,NFlpZL7_rNo
Any time gaming,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h00m00s"">3:00:00</a>",2021-04-04T11:02:28Z,1,0,NFlpZL7_rNo
Sahil Choahan,Good morning Ajay bri,2021-04-04T11:02:15Z,1,0,NFlpZL7_rNo
Fathey Shabaz,Hii Ajju bhai mere saath kheloge,2021-04-04T11:02:02Z,0,0,NFlpZL7_rNo
GOD GAMERZ,TOTAL GAMING.,2021-04-04T11:01:59Z,1,0,NFlpZL7_rNo
Amey Pandit,Mast,2021-04-04T11:01:45Z,0,0,NFlpZL7_rNo
Irshad Meman,Aju bhai ki galfrend ka name he prriya,2021-04-04T11:01:19Z,0,0,NFlpZL7_rNo
Ibrahim Khan G,You good morning good morning 🌻🌄🌄🌄🌄🌄🌄,2021-04-04T11:00:58Z,0,0,NFlpZL7_rNo
FF GAMERTV,Thnks for 69❤❤❤❤<br />100 Kara do 😘😘😘😘<br />Love you all❤❤❤❤,2021-04-04T11:00:53Z,6,0,NFlpZL7_rNo
mamata Adhikari,17,2021-04-04T11:00:36Z,0,1,NFlpZL7_rNo
tripler gaming65 CDC,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,2021-04-04T11:00:14Z,0,0,NFlpZL7_rNo
FF GAMERTV,THNKS FOR 69 ❤❤❤❤<br />100 KARA DO 😘😘😘😘<br />LOVE YOU ALL❤❤❤❤,2021-04-04T11:00:11Z,11,1,NFlpZL7_rNo
Shivansh Maurya,Thek,2021-04-04T11:00:07Z,0,0,NFlpZL7_rNo
Piyush garg,CSK IS GOOD <br />I LIKE MSD,2021-04-04T11:00:01Z,1,0,NFlpZL7_rNo
Zayan Ahmad,Ajju bhai apna face reveal kab karo ge.,2021-04-04T10:59:56Z,1,0,NFlpZL7_rNo
Shivansh Maurya,I am big fan,2021-04-04T10:59:55Z,0,0,NFlpZL7_rNo
Shivansh Maurya,Bhai,2021-04-04T10:59:44Z,0,0,NFlpZL7_rNo
Shivansh Maurya,Hello,2021-04-04T10:59:37Z,0,0,NFlpZL7_rNo
Shivansh Maurya,Start,2021-04-04T10:59:29Z,0,0,NFlpZL7_rNo
Upendar Kumar,Hiiii ajjubhai,2021-04-04T10:58:38Z,0,0,NFlpZL7_rNo
Mahesh Khade,No,2021-04-04T10:58:36Z,0,0,NFlpZL7_rNo
Mohan lal Ahirwar,Hcjv,2021-04-04T10:58:13Z,0,0,NFlpZL7_rNo
Manisha Parmar,OK,2021-04-04T10:56:57Z,0,0,NFlpZL7_rNo
freefire legand,Ajju bhai apna whatsap ka number send kar de please,2021-04-04T10:56:10Z,0,0,NFlpZL7_rNo
PLAYERS 99 2M,"2% of people who are watching this comment, I wish their parents still alive for more than 100 years 💖💕 God bless you😇",2021-04-04T10:56:10Z,3,0,NFlpZL7_rNo
FF gaming,वह Kong,2021-04-04T10:56:01Z,0,0,NFlpZL7_rNo
FF gaming,अज्जू भाई,2021-04-04T10:55:28Z,0,0,NFlpZL7_rNo
mamata Adhikari,Hello,2021-04-04T10:55:27Z,0,0,NFlpZL7_rNo
Karnail Singh Singh,👎👎👎,2021-04-04T10:55:27Z,0,0,NFlpZL7_rNo
freefire legand,Hello,2021-04-04T10:55:24Z,0,0,NFlpZL7_rNo
FF gaming,अज्जू भाई मुझे वह कौन गिफ्ट कर दो प्रोसोमा आईडी है,2021-04-04T10:53:43Z,0,1,NFlpZL7_rNo
m.s gaming,गोपी,2021-04-04T10:53:11Z,0,0,NFlpZL7_rNo
play free fire,Bhai I love r c b,2021-04-04T10:52:58Z,0,0,NFlpZL7_rNo
Tripti Sahu,Please please please please please please please please please please please,2021-04-04T10:52:18Z,1,0,NFlpZL7_rNo
Tripti Sahu,Chahiye,2021-04-04T10:52:01Z,1,0,NFlpZL7_rNo
Tripti Sahu,Ajju bhai mujhe diamond,2021-04-04T10:51:53Z,1,0,NFlpZL7_rNo
Seema Patnesha,Bhai please scar plus mp40,2021-04-04T10:51:46Z,0,0,NFlpZL7_rNo
Shagun Tanwar,Rcb jindabad,2021-04-04T10:51:33Z,1,0,NFlpZL7_rNo
Upendar Kumar,Ajjubhai,2021-04-04T10:50:56Z,0,0,NFlpZL7_rNo
Sarthak Sattarkar,Biiiiiiiiiiiiiiiiiigggggggggggggg ffffaaaaannnnn,2021-04-04T10:50:55Z,0,0,NFlpZL7_rNo
Magic M20,Hello,2021-04-04T10:50:45Z,0,0,NFlpZL7_rNo
Kishan Choudhary,Op,2021-04-04T10:49:56Z,0,0,NFlpZL7_rNo
Kishan Choudhary,Big fan ajjubhai ❤️👍❤️👍,2021-04-04T10:49:51Z,0,0,NFlpZL7_rNo
Yash Naliyapara,Paragડાયમડ,2021-04-04T10:49:51Z,1,0,NFlpZL7_rNo
Kishan Choudhary,Big fan ajjubhai ❤️👍❤️,2021-04-04T10:49:45Z,0,0,NFlpZL7_rNo
Kishan Choudhary,Love you ajjubhai ❤️👍❤️👍,2021-04-04T10:49:39Z,0,0,NFlpZL7_rNo
Krishma Kiran Khadka,Tek ha,2021-04-04T10:49:29Z,0,0,NFlpZL7_rNo
Kishan Choudhary,Ajjubhai ❤️👍❤️,2021-04-04T10:49:28Z,0,0,NFlpZL7_rNo
Tapan Debbarma,Please musku. Alag bado,2021-04-04T10:47:08Z,0,0,NFlpZL7_rNo
Sahin Mondal,Free,2021-04-04T10:46:57Z,0,0,NFlpZL7_rNo
AMAN QURESHI,HIIIIIIIIIIIIIIIIIII AMIT BHAI,2021-04-04T10:45:52Z,0,0,NFlpZL7_rNo
Hariom kumar,1645941991,2021-04-04T10:45:03Z,0,0,NFlpZL7_rNo
Jahnu Sonowal Jahnu Sonowal,ajjubhai अकात है तौर 10000 गिफ इच ASSAM@@GAME,2021-04-04T10:45:02Z,0,0,NFlpZL7_rNo
Drbhimrao Ambedkar,Merry,2021-04-04T10:44:37Z,0,0,NFlpZL7_rNo
VBS Gaming,Bro my account hacked how to re turn plz bro,2021-04-04T10:44:10Z,0,0,NFlpZL7_rNo
gunjan arya,Ajjubhi mere boy friend bano ga,2021-04-04T10:44:08Z,0,0,NFlpZL7_rNo
Manohar manohar,Bhai your the best singer ever,2021-04-04T10:43:54Z,1,0,NFlpZL7_rNo
Sohanbir Burman,Mari id pa,2021-04-04T10:43:51Z,0,0,NFlpZL7_rNo
Abhinav Batish,Please give me crono I&#39;d abhi@123£,2021-04-04T10:42:55Z,0,0,NFlpZL7_rNo
Tejas bisht,Good morning bro,2021-04-04T10:42:26Z,1,1,NFlpZL7_rNo
somta Patel,Ajjubhai please show your face,2021-04-04T10:42:13Z,0,0,NFlpZL7_rNo
Boy Gaming OP,Total gaming main aapka face dekh liya hai,2021-04-04T10:42:08Z,0,0,NFlpZL7_rNo
Neha Balani,Ajju bhai cr7 de do,2021-04-04T10:41:42Z,0,0,NFlpZL7_rNo
gunjan arya,I love you ajjubhi,2021-04-04T10:41:36Z,1,0,NFlpZL7_rNo
BEST GAMERS,mukto,2021-04-04T10:40:51Z,0,0,NFlpZL7_rNo
Mahesh Khade,Hi,2021-04-04T10:40:47Z,0,0,NFlpZL7_rNo
BEST GAMERS,mukto,2021-04-04T10:40:44Z,0,0,NFlpZL7_rNo
BEST GAMERS,mukto,2021-04-04T10:40:36Z,0,0,NFlpZL7_rNo
Sanjay Mali,Congratulations for 22.6 million 😊😊💖💖😛,2021-04-04T10:40:11Z,0,0,NFlpZL7_rNo
turabAn0033c,Lanta,2021-04-04T10:39:53Z,0,0,NFlpZL7_rNo
Gopaladhana Adhana,Ram ram,2021-04-04T10:38:55Z,0,0,NFlpZL7_rNo
Ramlal Verma,Ajjubhai next level<br />😃next game me sks and svd one tap,2021-04-04T10:38:29Z,0,0,NFlpZL7_rNo
Bhagat Dalal,Hii,2021-04-04T10:38:16Z,0,0,NFlpZL7_rNo
Madhav Bansal,RCB bekar team h,2021-04-04T10:38:05Z,0,0,NFlpZL7_rNo
Siraj Ansari,Good morning,2021-04-04T10:38:04Z,1,0,NFlpZL7_rNo
Tarali Devi,Money guest ko Shasta maat bolo,2021-04-04T10:37:59Z,0,0,NFlpZL7_rNo
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Kaal melege apki video ke saath,2021-04-04T10:37:49Z,0,0,NFlpZL7_rNo
WL AROW GAMING,Big fan,2021-04-04T10:37:27Z,1,0,NFlpZL7_rNo
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bay Bhai,2021-04-04T10:37:20Z,0,0,NFlpZL7_rNo
Monuj DebBarma,Ap mere sat halu gy,2021-04-04T10:37:10Z,0,0,NFlpZL7_rNo
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bhai request acsept karlen,2021-04-04T10:37:06Z,0,0,NFlpZL7_rNo
WL AROW GAMING,Hi,2021-04-04T10:37:05Z,0,0,NFlpZL7_rNo
Kapil saini,Romio eriwshaw wala,2021-04-04T10:37:02Z,0,0,NFlpZL7_rNo
Madhusudan Karmakar,M1014 TARTY IN THE CHAT,2021-04-04T10:36:57Z,0,0,NFlpZL7_rNo
Kantilal Patil,पक्दा,2021-04-04T10:36:55Z,0,0,NFlpZL7_rNo
Ketan Rathod,Hello ajjubhai please no Internet prenk karo,2021-04-04T10:36:47Z,1,0,NFlpZL7_rNo
VIP Gammer,Ajju bhai aapki girlfriend hai,2021-04-04T10:36:32Z,0,0,NFlpZL7_rNo
Jaykaran Oram,Good evening,2021-04-04T10:35:50Z,1,0,NFlpZL7_rNo
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bhai Naya YouTube hu,2021-04-04T10:34:41Z,0,0,NFlpZL7_rNo
Gamer bróóther,Big fan,2021-04-04T10:34:08Z,0,0,NFlpZL7_rNo
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Ajju Bhai op,2021-04-04T10:34:08Z,0,0,NFlpZL7_rNo
shashi kant,Please diamond De dijye mai apka bahut bada fan hu,2021-04-04T10:33:51Z,0,0,NFlpZL7_rNo
Irshad Ahmad,Best squad,2021-04-04T10:33:33Z,0,0,NFlpZL7_rNo
vijay veer singh,face kab dikhaga bhai ajjubhai,2021-04-04T10:33:09Z,1,0,NFlpZL7_rNo
Mushtaq Ahmad,Good morning,2021-04-04T10:32:56Z,1,0,NFlpZL7_rNo
Ranjita Jaiswal,Bhai aap noobra ho custom karoga,2021-04-04T10:30:41Z,0,0,NFlpZL7_rNo
ARMAAN ALI OFFICIAL,Bhai face reveal kardo plz,2021-04-04T10:30:22Z,0,0,NFlpZL7_rNo
Deepak Kumar meena,Good morning,2021-04-04T10:30:11Z,0,0,NFlpZL7_rNo
Nilam singh,Good afternoon,2021-04-04T10:29:55Z,0,0,NFlpZL7_rNo
Muhammad zaid World,By brother name is gudi,2021-04-04T10:29:52Z,0,0,NFlpZL7_rNo
Lavesh Gaming,Ajju bai aja 1 vs 1,2021-04-04T10:29:41Z,1,0,NFlpZL7_rNo
Vinod Kalal,RCB,2021-04-04T10:29:37Z,0,0,NFlpZL7_rNo
HARDWARE GAMING,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h06m08s"">3:06:08</a> see 1 time you laughing",2021-04-04T10:28:42Z,1,0,NFlpZL7_rNo
Zaid Jogle,Suno na ajjubhai,2021-04-04T10:28:20Z,0,2,NFlpZL7_rNo
Mithun Mulge,Mere ko car ka emote dedo2412371959,2021-04-04T10:27:43Z,0,1,NFlpZL7_rNo
Nashra Khaled,Op op op Ajju bhai,2021-04-04T10:27:29Z,1,1,NFlpZL7_rNo
Satyam Vishkarma,Hello ajjubhai mere ko dimond de do,2021-04-04T10:27:28Z,0,1,NFlpZL7_rNo
ᴄᴏʙʀᴀ ɢᴀᴍɪɴɢ,I want ajjubhai Vs bot amith bhai,2021-04-04T10:27:01Z,1,0,NFlpZL7_rNo
Faryal Dhokle,Dad calling will Defeated. You,2021-04-04T10:26:52Z,1,1,NFlpZL7_rNo
Rikesh Pathak,Goldi,2021-04-04T10:25:58Z,0,1,NFlpZL7_rNo
Gudiya Keshri,"Jisko ajju bhai ka face dekhna hai , wo unke channel ko unsubscribe kr de . Ajju bhai face reveal kr denge",2021-04-04T10:25:57Z,1,1,NFlpZL7_rNo
DHIRAJ PRAJAPAT,अज्जू भाई थैंक यू हम आपके वीडियो को बहुत प्यार करते हैं फॉलो कर देंगे वीडियो बताइए फ्री फायर का वीडियो प्यार और लाइक करेंगे वीडियो को प्यार करते हैं,2021-04-04T10:25:53Z,0,1,NFlpZL7_rNo
Somyaranjan Behera,Ajju Bhai Iam also rcbian,2021-04-04T10:24:29Z,0,1,NFlpZL7_rNo
Aryan help channel,Anju Bhai aap ki Shakal Mere Ghar Ke Tumi se milati hai,2021-04-04T10:24:26Z,0,1,NFlpZL7_rNo
Yogendrasing Jadhav,I love ajju bhai....😍😍😍😍😍😍😍😍😍,2021-04-04T10:24:11Z,0,0,NFlpZL7_rNo
