author_name,comment,date,like_counts,reply_count,vidid
Adarsh Pawar,B UI👍,2021-04-04T17:22:20Z,0,0,G_QbIBmVK7I
Surendra Pujari,Crono ki vajh se bande glue lagana bhul gaye hai 😂😂,2021-04-04T17:19:44Z,2,0,G_QbIBmVK7I
Mohammad Naeem,Nahi,2021-04-04T17:18:50Z,0,0,G_QbIBmVK7I
BINDU BB,I&#39;m from karnataka,2021-04-04T17:17:16Z,0,0,G_QbIBmVK7I
free fire shorts,Omegle,2021-04-04T17:14:44Z,1,0,G_QbIBmVK7I
Rahul Kumar rd gm,Hello Ajju bhai aap Manya ki girlfriend ka naam batao na,2021-04-04T17:14:19Z,0,0,G_QbIBmVK7I
Guddu Kumar,Ajjubhai Snipers ke jagah koi aur gun-van bhi chalao log like kam de rahe h yaar.,2021-04-04T17:12:45Z,1,0,G_QbIBmVK7I
BINDU BB,I am also RCB fan,2021-04-04T17:12:42Z,0,0,G_QbIBmVK7I
Wasiakram Shaikh,🙏🙏🙏🙏🙏,2021-04-04T17:10:37Z,0,0,G_QbIBmVK7I
Wasiakram Shaikh,Bhai Main Ajju bhai ko request Utha lena,2021-04-04T17:10:06Z,1,0,G_QbIBmVK7I
silent killer,Bhai mumbai k bare mai nhi,2021-04-04T17:09:05Z,0,0,G_QbIBmVK7I
RAJPUT GAMERZ,Brother apna face dikhao please,2021-04-04T17:07:42Z,0,0,G_QbIBmVK7I
NEW 1 GAMER,Helllo,2021-04-04T17:06:39Z,0,0,G_QbIBmVK7I
MAYUR RAKSHE,Tum kam bola karo bhai 🙏🙏🙏🙏🙏,2021-04-04T17:03:26Z,1,0,G_QbIBmVK7I
Rakesh Kumar,Top yo,2021-04-04T17:00:51Z,0,1,G_QbIBmVK7I
Kesarilal regar,Ajju Bhai friend riquest akseft Karna Karo nannubhai,2021-04-04T17:00:34Z,1,0,G_QbIBmVK7I
Rakesh Kumar,Uid2348826588,2021-04-04T17:00:14Z,0,0,G_QbIBmVK7I
darbar suresh,Mai ne apko follo bhi Kiya hai,2021-04-04T17:00:01Z,1,0,G_QbIBmVK7I
darbar suresh,Mai apka bahut bada fain hu,2021-04-04T16:59:36Z,1,0,G_QbIBmVK7I
Rakesh Kumar,Helloajjubhai,2021-04-04T16:59:12Z,1,0,G_QbIBmVK7I
Tamjid Ali,Op,2021-04-04T16:58:36Z,0,0,G_QbIBmVK7I
darbar suresh,Please,2021-04-04T16:58:28Z,1,0,G_QbIBmVK7I
darbar suresh,Ajuu bhi 1v1 karoge,2021-04-04T16:58:21Z,1,0,G_QbIBmVK7I
Daya Abbi,Us love story ko principal ne bi try kya apni girlfriend fe,2021-04-04T16:54:32Z,0,0,G_QbIBmVK7I
ABHISHEK MEENA,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=2h38m28s"">2:38:28</a>",2021-04-04T16:52:21Z,0,0,G_QbIBmVK7I
Archana patel,Me ne bunny mp40 free me nicala,2021-04-04T16:49:58Z,0,0,G_QbIBmVK7I
Jay Ravindra Gajare,Bhai aapne cap Konasi pahani hai,2021-04-04T16:49:49Z,0,0,G_QbIBmVK7I
Himanshu Choudhary,Ajju bhai please Yogesh ff ka friend bab jao,2021-04-04T16:47:32Z,1,0,G_QbIBmVK7I
TG SHORTS,<b>&quot;&quot;Any school or college students here&quot;&quot;</b> 💞,2021-04-04T16:46:50Z,2,4,G_QbIBmVK7I
Bhagyshri Landge,big fan bro,2021-04-04T16:44:59Z,0,0,G_QbIBmVK7I
Daya Abbi,Me apko sunana jatha hu,2021-04-04T16:43:36Z,0,0,G_QbIBmVK7I
ꜱᴀғᴇᴇᴋ ɪꜱʟᴀᴍ,🤩😍😲,2021-04-04T16:43:20Z,1,0,G_QbIBmVK7I
Dev kundu gaming,Wow,2021-04-04T16:43:20Z,0,0,G_QbIBmVK7I
ꜱᴀғᴇᴇᴋ ɪꜱʟᴀᴍ,Wow,2021-04-04T16:43:11Z,1,0,G_QbIBmVK7I
ꜱᴀғᴇᴇᴋ ɪꜱʟᴀᴍ,Hi,2021-04-04T16:43:03Z,1,0,G_QbIBmVK7I
Daya Abbi,Bhai me 9th class me padtha hu mere pass ek story time of my love story,2021-04-04T16:42:56Z,0,0,G_QbIBmVK7I
ꜱᴀғᴇᴇᴋ ɪꜱʟᴀᴍ,I&#39;d 21165174,2021-04-04T16:42:45Z,1,0,G_QbIBmVK7I
Savashi Solanki,Good morning,2021-04-04T16:42:28Z,1,0,G_QbIBmVK7I
Beast99 FF,Thank you for 660 subscribers❤️❤️❤️<br /><br />Abb 680 karwado guys<br /><br />Love you all for supporting❤️❤️,2021-04-04T16:40:36Z,2,0,G_QbIBmVK7I
Beast99 FF,Thank you for 660 subscribers❤️❤️❤️<br /><br />Abb 680 karwado guys<br /><br />Love you all for supporting❤️❤️,2021-04-04T16:40:30Z,1,0,G_QbIBmVK7I
Rk Kin,Oppp fan Hu apka,2021-04-04T16:34:50Z,0,0,G_QbIBmVK7I
azmatullah ansari,Please sir ek bar mere shat game khela legiye please😭😭😭🙏🙏🙏1967601233,2021-04-04T16:32:43Z,0,0,G_QbIBmVK7I
Saurabh singh,Hello ajju bhai,2021-04-04T16:31:55Z,1,0,G_QbIBmVK7I
binu vasudevan,Cuomo jelly,2021-04-04T16:31:45Z,0,0,G_QbIBmVK7I
Chirag VIG,I am your big fan,2021-04-04T16:31:44Z,0,0,G_QbIBmVK7I
Santosh Kangankar,कल 9 से 10 बजे तक खाल्लेगे प्लीज भाई,2021-04-04T16:31:17Z,0,0,G_QbIBmVK7I
azmatullah ansari,Please Ajju bhai mere sath ek bar gameplay kar lijiye please 🙏🙏🙏😭😭😭🙄1967601233,2021-04-04T16:31:14Z,0,0,G_QbIBmVK7I
Santosh Kangankar,कल 9 बजे शुभह खाल्लेगे प्लीज,2021-04-04T16:29:03Z,0,0,G_QbIBmVK7I
Anil Maurya,Ultra boot,2021-04-04T16:28:54Z,0,0,G_QbIBmVK7I
Anil Maurya,Aim boot,2021-04-04T16:28:23Z,0,0,G_QbIBmVK7I
Baap Ji Gaming,Thanks to all<br />Please 10 Subscriber Kara do,2021-04-04T16:27:28Z,0,0,G_QbIBmVK7I
Ritu Kawar,Hii aju Bahi good night 👍👍👍👍,2021-04-04T16:26:35Z,0,0,G_QbIBmVK7I
Swami Bavla,2664098882,2021-04-04T16:25:34Z,0,0,G_QbIBmVK7I
Roman reigns lover,Ajju bhai dum hai to mere sath one y one karke dekho,2021-04-04T16:25:01Z,0,0,G_QbIBmVK7I
Swayam Deshmukh,i love rcb bhai,2021-04-04T16:24:30Z,0,0,G_QbIBmVK7I
Baap Ji Gaming,Thanks to all<br />Please 10sub Kara do,2021-04-04T16:24:21Z,0,0,G_QbIBmVK7I
Baap Ji Gaming,10 Subscriber Kara Do,2021-04-04T16:23:38Z,0,0,G_QbIBmVK7I
HP Gaming,Ajjubhai piru,2021-04-04T16:22:41Z,0,0,G_QbIBmVK7I
Santosh Kangankar,बाई मेरा नाम proking12 हे मेरी रिक्वेस्ट ऐक्सेप्ट करो प्लीज 😉,2021-04-04T16:22:35Z,0,0,G_QbIBmVK7I
HP Gaming,Ajjubhai bohot ar,2021-04-04T16:22:28Z,0,0,G_QbIBmVK7I
HP Gaming,Ajjubhai Op kehte,2021-04-04T16:22:19Z,0,0,G_QbIBmVK7I
HP Gaming,OP Ajjubhai,2021-04-04T16:22:04Z,0,0,G_QbIBmVK7I
HP Gaming,Op bhi,2021-04-04T16:21:55Z,0,0,G_QbIBmVK7I
HP Gaming,Ajjubhai. The Pro,2021-04-04T16:21:43Z,0,0,G_QbIBmVK7I
MD shourov 2R,Hi I&#39;m Bangladesh,2021-04-04T16:21:13Z,1,0,G_QbIBmVK7I
TECHNO GAMING,Mumbai will win,2021-04-04T16:21:06Z,0,0,G_QbIBmVK7I
Harpreet Singh,Good night sir,2021-04-04T16:21:02Z,0,0,G_QbIBmVK7I
laxman bam,Ajjuuuuuu bhai love from nepal,2021-04-04T16:19:54Z,0,0,G_QbIBmVK7I
Ramchandra Podh,Happy Birthday auju bhai❤️❤️,2021-04-04T16:15:54Z,0,0,G_QbIBmVK7I
Kalpana Jaiswal,Ajjubhai kya app mujhe 500 diamonds de sekte ho mere 1id me shyamaMAA123 bhai please please,2021-04-04T16:15:33Z,1,0,G_QbIBmVK7I
Manju Rani,Wtf movmeny,2021-04-04T16:15:21Z,0,0,G_QbIBmVK7I
007 Gaming,Hello give me,2021-04-04T16:14:34Z,1,0,G_QbIBmVK7I
Priam Asia,good mg,2021-04-04T16:14:18Z,0,0,G_QbIBmVK7I
Priam Asia,# 1,2021-04-04T16:13:58Z,0,0,G_QbIBmVK7I
Devil ff,Ajjubhai your pro please give me dj,2021-04-04T16:13:18Z,0,0,G_QbIBmVK7I
Dipak Rathod,Hii,2021-04-04T16:11:23Z,0,0,G_QbIBmVK7I
Maroti Shinde,Aap ki friend list Bhar chuki hai,2021-04-04T16:09:19Z,0,0,G_QbIBmVK7I
bhai lodhi,𝕄𝕖 𝕓𝕙𝕒𝕚 𝕝𝕠𝕘𝕒𝕠,2021-04-04T16:08:57Z,0,0,G_QbIBmVK7I
Maroti Shinde,Request le Lina ajjubhai please please please please please please please please please please,2021-04-04T16:07:52Z,0,0,G_QbIBmVK7I
Danis gamar,Ajju bhai oppe oppe,2021-04-04T16:07:14Z,0,0,G_QbIBmVK7I
Prakash Koli,👌👌👌👌,2021-04-04T16:06:40Z,1,0,G_QbIBmVK7I
Rishi Arjee,150 rupees dhega,2021-04-04T16:05:32Z,0,0,G_QbIBmVK7I
Sunil Armo,Hii,2021-04-04T16:02:49Z,1,0,G_QbIBmVK7I
Ganga Kadam,Hi,2021-04-04T16:02:38Z,1,0,G_QbIBmVK7I
N!NJa GaMERs,Open challenge to ajjubhai 2 v 1 m aajao,2021-04-04T16:01:56Z,0,0,G_QbIBmVK7I
Abdullah Saikh,Hello Bhai please Bhai diamond de do Bhai please,2021-04-04T16:01:29Z,0,0,G_QbIBmVK7I
MANOJ MAJNU,Manoj majnu,2021-04-04T16:00:54Z,0,0,G_QbIBmVK7I
MAFIA gamer,MAFIR gamer op,2021-04-04T16:00:51Z,1,0,G_QbIBmVK7I
MANOJ MAJNU,7205560239,2021-04-04T16:00:47Z,0,0,G_QbIBmVK7I
MANOJ MAJNU,300 dimond dona,2021-04-04T16:00:37Z,0,0,G_QbIBmVK7I
PRAVEEN Praveen,Please 1Vs1 Ajju bhai 94,2021-04-04T16:00:25Z,0,0,G_QbIBmVK7I
MANOJ MAJNU,Mujhe contact karo aur,2021-04-04T16:00:25Z,0,0,G_QbIBmVK7I
MANOJ MAJNU,Bhai please,2021-04-04T16:00:11Z,0,0,G_QbIBmVK7I
MAFIA gamer,op,2021-04-04T16:00:06Z,1,0,G_QbIBmVK7I
PRAVEEN Praveen,Please 1Vs1,2021-04-04T15:59:54Z,0,0,G_QbIBmVK7I
Mashood Raza,DAImand nhi beja,2021-04-04T15:59:33Z,1,0,G_QbIBmVK7I
Deepak Teshwer,Tu chimkandhi ha,2021-04-04T15:58:59Z,0,0,G_QbIBmVK7I
Kyle Clarke,happy birthday ajjubhai,2021-04-04T15:58:37Z,0,0,G_QbIBmVK7I
Maya Saha,Sale noohre me hu backside gamer yani ki Grandga54380 uid-2597356289 aukat hai to mujhe pehele friend bana or uske bad custom khel,2021-04-04T15:57:38Z,0,0,G_QbIBmVK7I
JM gamer,hi hello,2021-04-04T15:56:25Z,0,0,G_QbIBmVK7I
sarala diware,Ajubhai op bhai hammari team es baar jitengi bro❤️,2021-04-04T15:55:40Z,0,0,G_QbIBmVK7I
FF GAMER,Please bhai please bhai,2021-04-04T15:55:27Z,0,0,G_QbIBmVK7I
Final Strike,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=56m52s"">56:52</a> ಈ ಸಲ ಕಪ್ ನಮ್ದೇ 💓💓",2021-04-04T15:55:24Z,1,0,G_QbIBmVK7I
Ansh Mattu,Ajjui bhai challenge b2k 30lak complete ho gayi ge,2021-04-04T15:54:44Z,0,0,G_QbIBmVK7I
Ramchandra Bharti,Plese bro I&#39;m garib plese lal vala emot dado,2021-04-04T15:53:55Z,1,0,G_QbIBmVK7I
Anil Ingale,👽,2021-04-04T15:53:41Z,0,0,G_QbIBmVK7I
Shaban Malik,I am. Your. Bra,2021-04-04T15:53:32Z,0,0,G_QbIBmVK7I
FF GAMER,Hiii ajju bhai mujhe ak bandel gift kar dijiye mera UID no 2715926199 please bhai,2021-04-04T15:53:18Z,0,0,G_QbIBmVK7I
Anil Ingale,☺😊😀😁😂😃😄😅😆😇😈😉😯😐😑😕😠😬😡😢😴😮😣😤😥😦😧😨😩😰😟😱😲😳😵😶😷😞😒😒😍😛😜😝😋😗😙😘😚😎😭😌😖😔😪😏😓😫🙋🙌🙍🙅🙇🙆🙎🙏😺😼😸😹😻😽😿😾🙀🙀🙈🙈🙉🙊💩👶👦💏,2021-04-04T15:53:16Z,0,0,G_QbIBmVK7I
gaming kids yt,No,2021-04-04T15:52:53Z,0,0,G_QbIBmVK7I
Chandan Pandey,"हेलो अज्जू भाई मैं आपका बहुत बड़ा फैन हूं प्लीज मुझे 10,000 डायमंड और कोरोनो कैरेक्टर गिफ्ट में दे दो मेरी आईडी302pp है",2021-04-04T15:51:58Z,0,0,G_QbIBmVK7I
FF GAMER,Hiii,2021-04-04T15:51:21Z,0,0,G_QbIBmVK7I
Kuldeep Singh,Bai mujhe krona share चेरेकटर de do,2021-04-04T15:51:21Z,0,0,G_QbIBmVK7I
Keshab Madkami,Nice video,2021-04-04T15:51:14Z,0,0,G_QbIBmVK7I
Kamal Singh Indoliya,You can play ff game with plug to charging,2021-04-04T15:51:13Z,0,0,G_QbIBmVK7I
Anil Ingale,😊,2021-04-04T15:50:44Z,1,0,G_QbIBmVK7I
Kalam Dadabadi,भाई डीजे अलर्ट गिफ्ट कर दो ना,2021-04-04T15:50:42Z,0,0,G_QbIBmVK7I
Shaban Malik,I. Going. Your. Army,2021-04-04T15:50:24Z,0,0,G_QbIBmVK7I
Parmeswar Minj,Hi Ajju,2021-04-04T15:48:23Z,0,0,G_QbIBmVK7I
Kabir Ahmad,🤩🤩🤩🤩🤩🤩🎙️,2021-04-04T15:47:54Z,0,0,G_QbIBmVK7I
K Gamerz,Daemond de de v i,2021-04-04T15:47:24Z,0,0,G_QbIBmVK7I
Kabir Ahmad,Hi I&#39;m Danish,2021-04-04T15:47:16Z,0,0,G_QbIBmVK7I
Shaban Malik,Your dad1552H. Give. Diamond.,2021-04-04T15:47:06Z,0,0,G_QbIBmVK7I
prafulla kumar mall,Bahi Kay op head short matte ho 😜😊🙂,2021-04-04T15:47:02Z,0,0,G_QbIBmVK7I
prafulla kumar mall,Bahi Kay op head short matte ho 😜😊🙂,2021-04-04T15:46:58Z,0,0,G_QbIBmVK7I
Funniest ever,"ajjubhai94 ak baar ookaat ke baat kar lo (1v1) my id mightyrs, plz bro",2021-04-04T15:46:36Z,0,0,G_QbIBmVK7I
Ganesh Lodhi,Jab aapki pahle video aai thi toh kon sa sijan chal rha tha,2021-04-04T15:44:34Z,0,0,G_QbIBmVK7I
Final Strike,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=1h21m00s"">1:21:00</a>RCB is love 💓lv from ಕರ್ನಾಟಕ. ಅಜ್ಜುಭೈ",2021-04-04T15:43:48Z,2,0,G_QbIBmVK7I
Mr Official,Hello ajjubhai,2021-04-04T15:43:24Z,0,0,G_QbIBmVK7I
Raj bhai ff total gameing,Ajju bhai mere yaar 5000 diamond dal to meri id name Rajbhai#@#@$ please bhai,2021-04-04T15:43:03Z,0,0,G_QbIBmVK7I
Arjun_Gaming,Good morning,2021-04-04T15:43:02Z,0,0,G_QbIBmVK7I
deepak prajapti,😁😂😂😂😂😂😂😂😂😂,2021-04-04T15:42:48Z,0,0,G_QbIBmVK7I
Chitra Shet,IPL cup this year to Ajjubhai only👍🔥,2021-04-04T15:42:18Z,1,0,G_QbIBmVK7I
all about phone,Hii,2021-04-04T15:41:19Z,0,0,G_QbIBmVK7I
RUCK FF,ajjubhai Nepal ki sayok kardo na Aap to 22 milion plz,2021-04-04T15:40:46Z,0,0,G_QbIBmVK7I
SCAR LORD GAMER,Scar lord gamer,2021-04-04T15:40:14Z,1,0,G_QbIBmVK7I
Dinesh singh,Op.ajjubhai,2021-04-04T15:39:26Z,0,0,G_QbIBmVK7I
Asha Jyothi,Op game play,2021-04-04T15:39:12Z,0,0,G_QbIBmVK7I
Maani solanki,No ajjubhai94.,2021-04-04T15:39:06Z,1,0,G_QbIBmVK7I
Aniket Bhardwaj,Id mera dekh lena 1657665507,2021-04-04T15:38:47Z,0,0,G_QbIBmVK7I
Aniket Bhardwaj,1 game please ajju bhai mere sath,2021-04-04T15:38:08Z,0,0,G_QbIBmVK7I
Payes Guleria,😅😅😅😅😅😅😅😍😍😘😍⏰⏰⏰♌♌♌♍♋♈♈♈⏳♍⏳♈💐🔜💐🔜♈♈🔝♈🔝🔜♈🔝♈🔜🔝♈💐♈♉🔝♍🔝🔚♍🔝💎♨🚨💎💍♨🔜♨🚦♨🅿⛽🔝♈🔝♈♈🔝🔜🔝,2021-04-04T15:37:17Z,0,0,G_QbIBmVK7I
sudip sardar,Op op vai,2021-04-04T15:36:47Z,0,0,G_QbIBmVK7I
A_S Gamer free fire,Op,2021-04-04T15:36:28Z,0,0,G_QbIBmVK7I
sahil gaming yt,Love from mavi ❤,2021-04-04T15:36:16Z,0,0,G_QbIBmVK7I
rock gamer,🤟🤟🤟🤟🤟🤟🤟🤟🤟,2021-04-04T15:33:18Z,0,0,G_QbIBmVK7I
Amit Bhai,&quot;Life is short thing&quot;<br />&quot;Girlfriend is nothing everything &quot;<br />Total gaming fans<br />👇👇👇👍👍,2021-04-04T15:32:01Z,3,0,G_QbIBmVK7I
dark vision,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=2h54m00s"">2:54:00</a> 🤣🤣🤣🤣🤣🤣",2021-04-04T15:31:11Z,0,0,G_QbIBmVK7I
Atiq-ur-Rehman Qureshi,good morning 👶,2021-04-04T15:31:00Z,1,0,G_QbIBmVK7I
Bharat Dayma,main aapko UID Deti Hai,2021-04-04T15:31:00Z,0,0,G_QbIBmVK7I
Bharat Dayma,please Mere Sath bhi khelna yaar,2021-04-04T15:30:48Z,0,0,G_QbIBmVK7I
Bharat Dayma,Naam Bharat,2021-04-04T15:30:34Z,0,0,G_QbIBmVK7I
rinku king gaming,Kun se sem natwark se kelte ho,2021-04-04T15:30:28Z,0,0,G_QbIBmVK7I
Bharat Dayma,Ajju Bhai mera comment Jarur padhna,2021-04-04T15:30:23Z,0,0,G_QbIBmVK7I
Bharat Dayma,Ajju bhai meri request uthao,2021-04-04T15:29:51Z,0,0,G_QbIBmVK7I
Kiran Verma,Arjun bhai mere ko pata hoga diamond dedoid3322k vibhulv,2021-04-04T15:28:59Z,0,0,G_QbIBmVK7I
Sangita Kuvadiya,Abe ajjubhai ilaet pass de,2021-04-04T15:27:59Z,1,0,G_QbIBmVK7I
Games of Ali,Aaju bhai dialogue baazi mey control karo jada bhavuk na ho jao.,2021-04-04T15:26:16Z,0,0,G_QbIBmVK7I
Dharamraj Yadav,Tania,2021-04-04T15:25:26Z,0,0,G_QbIBmVK7I
Viral Desai,face reveal kyare karso,2021-04-04T15:24:35Z,0,0,G_QbIBmVK7I
Maharsh rajgor Maharsh rajgor,Bhai mara ko krono da dijia,2021-04-04T15:24:16Z,0,0,G_QbIBmVK7I
Jagdish Choksi,1v1 aajao,2021-04-04T15:19:25Z,0,0,G_QbIBmVK7I
Jagdish Choksi,Ajjubhai bot,2021-04-04T15:18:54Z,0,0,G_QbIBmVK7I
Aaditya Sahu,the fight will be then equel then send me 1000 diamond to buy corono [cr7],2021-04-04T15:18:42Z,1,0,G_QbIBmVK7I
Jagdish Choksi,Worst YouTube channel,2021-04-04T15:18:41Z,0,0,G_QbIBmVK7I
TIK TOK KI MASTI,I&#39;d Pawanbh2751U,2021-04-04T15:18:32Z,0,0,G_QbIBmVK7I
TIK TOK KI MASTI,I&#39;d Pawanbh2751U,2021-04-04T15:18:31Z,0,0,G_QbIBmVK7I
Raj Bora,Hello vi,2021-04-04T15:17:46Z,0,0,G_QbIBmVK7I
Rabin77 Gaming,Hlo vaii,2021-04-04T15:16:48Z,0,0,G_QbIBmVK7I
Sunita devi,Ajju bahi KI id 451012596,2021-04-04T15:16:34Z,1,0,G_QbIBmVK7I
Maani solanki,Op op op op op op op op op op op op op op,2021-04-04T15:15:41Z,1,1,G_QbIBmVK7I
Aaditya Sahu,Amitbhai come to 1 to 1 fight,2021-04-04T15:15:26Z,1,0,G_QbIBmVK7I
SATISH BANSODE,Good night,2021-04-04T15:13:37Z,0,0,G_QbIBmVK7I
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Ajjaa custom me,2021-04-04T15:13:16Z,0,0,G_QbIBmVK7I
Anish Mandal,good morning,2021-04-04T15:12:53Z,0,0,G_QbIBmVK7I
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Tum4me1,2021-04-04T15:12:37Z,0,0,G_QbIBmVK7I
Marjina begum,You&#39;re create very intrceting vadio,2021-04-04T15:12:33Z,0,0,G_QbIBmVK7I
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Dam ha to,2021-04-04T15:12:27Z,0,0,G_QbIBmVK7I
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Bhai custom laga,2021-04-04T15:12:20Z,0,0,G_QbIBmVK7I
Tumpa Mukherjee,Hi,2021-04-04T15:10:51Z,0,0,G_QbIBmVK7I
Sumit Kumar,Bhai aapke instagram pe followers Bdane h kya,2021-04-04T15:08:26Z,0,0,G_QbIBmVK7I
ठाकुर NK,Op video,2021-04-04T15:08:15Z,0,0,G_QbIBmVK7I
Kachan Vays,Ples,2021-04-04T15:07:55Z,0,0,G_QbIBmVK7I
Sampat Bendar,Hi,2021-04-04T15:04:57Z,1,0,G_QbIBmVK7I
Jesal Gaming,best gameplay,2021-04-04T15:04:15Z,0,0,G_QbIBmVK7I
Kachan Vays,Aju Bhai 56620 damomds Id Chiragki52it,2021-04-04T15:04:13Z,1,0,G_QbIBmVK7I
Susmita Limbu,Ajju bhai muga hayato.,2021-04-04T15:02:43Z,0,0,G_QbIBmVK7I
Maani solanki,👌👍👍👍👍👍👍👍👍👍👍👍,2021-04-04T15:01:49Z,1,0,G_QbIBmVK7I
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,i like your game play,2021-04-04T15:01:40Z,0,0,G_QbIBmVK7I
ashish singh ashish singh,Hii ajju bhai,2021-04-04T15:01:18Z,0,0,G_QbIBmVK7I
Susmita Limbu,Doramon0658v,2021-04-04T15:01:16Z,0,0,G_QbIBmVK7I
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,please ajjubahi bate karo na 😘😘😘😘,2021-04-04T15:00:51Z,0,0,G_QbIBmVK7I
sana khan,Hii Mai Mumbai se hu and you ❤️❤️❤️❤️❤️,2021-04-04T15:00:30Z,1,0,G_QbIBmVK7I
sana khan,Mumbai se Kon Kon hai ❤️🔥🔥❤️❤️🔥🔥❤️❤️🔥🔥❤️❤️,2021-04-04T15:00:12Z,1,0,G_QbIBmVK7I
Susmita Limbu,Anju bhai my I&#39;d is doramon,2021-04-04T14:59:41Z,1,0,G_QbIBmVK7I
AKIBUR GAMING,🥰😍😍🥰🥰😍🥰🥰😍💕💕💕💕💕❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2021-04-04T14:58:14Z,0,0,G_QbIBmVK7I
Arjun pawar,Lut gaye song op,2021-04-04T14:56:34Z,1,0,G_QbIBmVK7I
PLEASE SMILE,Op intor,2021-04-04T14:56:30Z,0,0,G_QbIBmVK7I
STAR GAMING,Thumbnail criminal but criminal nothing 😂😂😂🤣,2021-04-04T14:56:01Z,0,0,G_QbIBmVK7I
Ratan bhil,Nice video games,2021-04-04T14:55:58Z,1,0,G_QbIBmVK7I
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,ajjubhai ap apna game ke id bata ho,2021-04-04T14:55:22Z,0,0,G_QbIBmVK7I
